iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,heuristic1,10,10,0.5,50,5000,47.4363609392379,21346.362422657054,4500,0.6715848406659041,0.7034214380421485,0.6871345705161264,0,0,0,0,50
1,heuristic1,10,10,0.5,50,5000,49.48262957626571,22267.183309319567,4500,0.6758007519388162,0.7095878276032166,0.6922822875000256,0,0,0,0,50
2,heuristic1,10,10,0.5,50,5000,48.84568502928438,21980.558263177973,4500,0.6786604970205948,0.7079800766841455,0.6930103154841768,0,0,0,0,50
0,heuristic1,10,10,0.5,100,10000,93.28012351710815,83952.11116539733,9000,0.6928556132001742,0.7591915870168989,0.7245083389580881,0,0,0,0,100
1,heuristic1,10,10,0.5,100,10000,88.46438125212815,79617.94312691533,9000,0.6968435298807532,0.7429926381833671,0.7191785067647417,0,0,0,0,100
2,heuristic1,10,10,0.5,100,10000,95.46058449556901,85914.5260460121,9000,0.6907720850580623,0.747438786761642,0.7179890783767251,0,0,0,0,100
0,heuristic1,10,10,0.5,200,20000,181.21499162901938,326186.98493223486,18000,0.6888676646451307,0.7437188350389553,0.7152431733216249,0,0,0,0,200
1,heuristic1,10,10,0.5,200,20000,167.8202095179069,302076.3771322324,18000,0.6894289275598556,0.7254535458743149,0.7069826215497235,0,0,0,0,200
2,heuristic1,10,10,0.5,200,20000,181.05713518589954,325902.8433346192,18000,0.6823791039979403,0.720810774209869,0.701068640668384,0,0,0,0,200
0,heuristic1,10,10,0.5,300,30000,277.546324871446,749375.0771529042,27000,0.6749743701301303,0.7242410128871092,0.6987403475249829,0,0,0,0,300
1,heuristic1,10,10,0.5,300,30000,255.60273090597255,690127.3734461259,27000,0.6964062962968778,0.738622100585712,0.7168932441327862,0,0,0,0,300
2,heuristic1,10,10,0.5,300,30000,255.0471655935932,688627.3471027017,27000,0.6911409767620931,0.7342253315379298,0.712032001665334,0,0,0,0,300
0,heuristic1,10,10,0.5,400,40000,351.6120874968846,1265803.5149887847,36000,0.6839952583252905,0.7346657297786731,0.7084255926347872,0,0,0,0,400
1,heuristic1,10,10,0.5,400,40000,359.9047924940935,1295657.2529787365,36000,0.6689842426482855,0.7230168468865671,0.6949518665937094,0,0,0,0,400
2,heuristic1,10,10,0.5,400,40000,346.7681604462507,1248365.3776065025,36000,0.679446214579847,0.7335978766081507,0.7054844266977752,0,0,0,0,400
0,heuristic1,10,10,0.5,500,50000,431.6065826215476,1942229.6217969642,45000,0.6784507468530543,0.7368473873652419,0.7064443147178814,0,0,0,0,500
1,heuristic1,10,10,0.5,500,50000,430.1440260664908,1935648.1172992087,45000,0.6863622814420028,0.7396882499102366,0.712028225651746,0,0,0,0,500
2,heuristic1,10,10,0.5,500,50000,430.868756990369,1938909.4064566605,45000,0.6834383339892156,0.7398122042131585,0.7105088060615736,0,0,0,0,500
